key_0,business_id,name,neighborhood,address,latitude,longitude,stars,review_count,categories,popular,gender,weekend,vegan,kid,group,Ameri,Europ,SouAM,Asian,Indian,Chinese,MidEas,Drinks,utility
ZibmYdOPKLlqDM9oR6xzOA,ZibmYdOPKLlqDM9oR6xzOA,"""Bachi Burger""",Westside,"""9410 W Sahara Ave, Ste 150""",36.1469098416,-115.30077702,4.0,1068,Asian Fusion;Burgers;American (New);Bars;Wine Bars;Restaurants;Nightlife,1.0,0.36036036036036034,0.4594594594594595,0.15315315315315314,0.036036036036036036,0.5315315315315315,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.84191261182433
WEeMwRLhgCyO1b4kikVcuQ,WEeMwRLhgCyO1b4kikVcuQ,"""Ketchup Premium Burger Bar""",The Strip,"""3663 Las Vegas Blvd S, Ste 410""",36.1099493066,-115.168744526,3.0,240,Restaurants;Burgers,0.0,0.6341463414634146,0.43902439024390244,0.04878048780487805,0.024390243902439025,0.5121951219512195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.09973586741039
nWuomYtU748irUOWo_xohg,nWuomYtU748irUOWo_xohg,"""Church's Chicken""",,"""601 N Rancho Dr""",36.1774463,-115.1764027,3.5,14,Restaurants;Fast Food;Chicken Wings,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.631819185824725
jsOGd-P1BfoUY40yY5l59A,jsOGd-P1BfoUY40yY5l59A,"""Bentto Rock 1""",Downtown,"""2201 S Maryland Pkwy""",36.1461334,-115.1367176,3.5,22,Japanese;Restaurants,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.33309439793449
H2Chxto2e6dHTDJ8-s3-pQ,H2Chxto2e6dHTDJ8-s3-pQ,"""Roberto's Taco Shop""",Eastside,"""2685 S Eastern Ave""",36.1410796647,-115.11931139200001,3.0,54,Mexican;Restaurants;Fast Food,0.0,0.5,0.5833333333333334,0.0,0.0,0.08333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.948544979236985
axX1hO_lEn9C-na3mMN4Aw,axX1hO_lEn9C-na3mMN4Aw,"""Bailiwick""",,"""4500 W Tropicana Ave""",36.1022086676,-115.20248501299999,4.0,119,Restaurants;Gastropubs;Cocktail Bars;Bars;Nightlife,0.0,0.5098039215686274,0.5392156862745098,0.08823529411764706,0.0196078431372549,0.6862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.362019924715284
aDkbxQb4CVXuV9tJx22ukw,aDkbxQb4CVXuV9tJx22ukw,"""Times Square To Go""",,"""3790 Las Vegas Blvd S""",36.175,-115.136389,3.0,16,Restaurants;Hot Dogs,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61885881512909
inkeT1aob-iZWbj3o_UQCA,inkeT1aob-iZWbj3o_UQCA,"""El Chamizal Restaurant & Mexican Grill""",,"""1054 N Rancho Dr""",36.1828414,-115.18085490000001,2.0,9,Restaurants;Mexican,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.058649798868366
3fPIRTnBhd81MixgS9YoMQ,3fPIRTnBhd81MixgS9YoMQ,"""California Pizza Kitchen""",The Strip,"""3200 Las Vegas Blvd S""",36.127512004699994,-115.17356212700001,4.0,178,Restaurants;American (Traditional);American (New);Pizza,0.0,0.4,0.36666666666666664,0.13333333333333333,0.06666666666666667,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.81172981958398
EWmYNndtI9G0c2lI58vQWA,EWmYNndtI9G0c2lI58vQWA,"""Phoenix""",The Strip,"""300 W Sahara Ave""",36.144089,-115.160774,5.0,12,Chinese;Restaurants,0.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.55084043224841
DKvvZFdBKwZWA5i562FytQ,DKvvZFdBKwZWA5i562FytQ,"""Cajun Cafe""",Southwest,"""""",36.0402159,-115.22448529999998,4.0,7,Seafood;Cajun/Creole;Caterers;Southern;Food Delivery Services;Event Planning & Services;Restaurants;Food,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.73256657516149
33Tr0eRki1Yamzleu4GMdw,33Tr0eRki1Yamzleu4GMdw,"""Rosallie""",Spring Valley,"""6090 S Rainbow Blvd""",36.078087,-115.2421383,4.5,260,Breakfast & Brunch;Specialty Food;French;Food;Bakeries;Macarons;Restaurants,0.0,0.5357142857142857,0.45535714285714285,0.16071428571428573,0.026785714285714284,0.4732142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.200116973313364
tXqaK0lBEE1XJbzDPsdFvg,tXqaK0lBEE1XJbzDPsdFvg,"""Farmer Boys""",Spring Valley,"""5847 S Decatur Blvd""",36.083996,-115.20851189999999,3.5,230,American (Traditional);Restaurants;Breakfast & Brunch;Mexican;Burgers;Sandwiches;Salad,0.0,0.5,0.55,0.125,0.025,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.375202923490235
z-OhppazxWfHnUCzFTKQhw,z-OhppazxWfHnUCzFTKQhw,"""Snow White Cafe""",Chinatown,"""3400 S Jones Blvd, Ste 3""",36.1273078,-115.22436119999999,4.0,178,Shaved Ice;Cafes;Desserts;Food;Restaurants;Coffee & Tea,0.0,0.5116279069767442,0.5,0.03488372093023256,0.023255813953488372,0.5232558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.691925462667044
A5Rkh7UymKm0_Rxm9K2PJw,A5Rkh7UymKm0_Rxm9K2PJw,"""Yard House""",Southeast,"""6593 Las Vegas Blvd S""",36.068655,-115.177945,4.0,1204,Seafood;Sports Bars;Vegetarian;Asian Fusion;Restaurants;Cocktail Bars;American (Traditional);Bars;Nightlife;Beer Bar;American (New);Wine Bars;Steakhouses,1.0,0.4666666666666667,0.47878787878787876,0.18787878787878787,0.030303030303030304,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.71044419148304
wT-J6sib_NSr8rcH2aTcAA,wT-J6sib_NSr8rcH2aTcAA,"""Roberto's Taco Shop""",,"""6820 W Flamingo Rd""",36.114987,-115.2410939,2.5,36,Fast Food;Mexican;Restaurants,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.89844210234962
Qj1BoynaIVZiKEe8Peq3_g,Qj1BoynaIVZiKEe8Peq3_g,"""Eats Italian""",The Strip,"""3355 Las Vegas Blvd S""",36.1221292471,-115.16966763,2.0,17,Restaurants;Italian;Vegetarian;Food,0.0,0.375,0.875,0.25,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.54906642262445
KoqiR3YN3mhbyuUWYIhuIw,KoqiR3YN3mhbyuUWYIhuIw,"""T-Bird Lounge & Restaurant""",Spring Valley,"""6560 W Warm Springs Rd""",36.056589200000005,-115.2352479,4.0,49,Sports Bars;American (Traditional);Restaurants;Nightlife;Bars;Diners,0.0,0.4,0.6,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.153160577715106
MMfVS56z0AZXbO3C9vHbVg,MMfVS56z0AZXbO3C9vHbVg,"""Pizza Hut""",Summerlin,"""10260 W Charleston Blvd""",36.1594924,-115.31946310000001,2.0,35,Restaurants;Pizza,0.0,0.125,0.625,0.0,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.105310194777594
PglC8rgguMIlT621p1BLdQ,PglC8rgguMIlT621p1BLdQ,"""Yum Cha""",,"""4945 W Tropicana Ave""",36.0997018912,-115.20847320600001,4.0,681,Dim Sum;Hot Pot;Chinese;Restaurants;Cantonese,1.0,0.38439306358381503,0.4913294797687861,0.12138728323699421,0.011560693641618497,0.49421965317919075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.27138949128174
8REOSFVMO-E1VrmLvY49Tg,8REOSFVMO-E1VrmLvY49Tg,"""Home-Made Ice Cream""",Westside,"""3315 S Valley View Blvd""",36.1298994,-115.19088700000002,3.0,10,Restaurants;Food Stands;Ice Cream & Frozen Yogurt;Street Vendors;Desserts;Food,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22563588561185
oh-aOlWk7zIPFmxmFMoRdg,oh-aOlWk7zIPFmxmFMoRdg,"""Carl's Jr""",Southwest,"""4970 Blue Diamond Rd""",36.0325622,-115.20934380000001,2.5,44,Restaurants;Fast Food,0.0,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69504643729816
CFGmRESf9QajghUrc__akg,CFGmRESf9QajghUrc__akg,"""Samurai Sam's""",Summerlin,"""10300 W Charleston Blvd, Ste 7""",36.1604162559,-115.32144370700001,3.5,61,Japanese;Restaurants,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.902937789021195
_R-rjgz4Kwi4f3u0clFeKg,_R-rjgz4Kwi4f3u0clFeKg,"""Sid's Cafe""",Eastside,"""3000 Paradise Rd""",36.1362575,-115.15125259999998,2.5,166,Cafes;Food;American (Traditional);Beer;Wine & Spirits;Restaurants,0.0,0.5652173913043478,0.5362318840579711,0.08695652173913043,0.014492753623188406,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.85975887896819
4lKF-M_3OLsk1usLPDJEFA,4lKF-M_3OLsk1usLPDJEFA,"""Einstein Bros Bagels""",Summerlin,"""1990 Village Center Cir, Ste 2""",36.1918793785,-115.305118576,2.0,67,Bagels;Restaurants;Food;Sandwiches,0.0,0.2,0.4,0.0,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59024885912914
V6u7__4jbEDOgWR8K6qUSw,V6u7__4jbEDOgWR8K6qUSw,"""El Gran Taco""",Eastside,"""4924 E Tropicana Ave""",36.1003325,-115.06622150000001,3.5,8,Restaurants;Mexican,,,,,,,,,,,,,,,
DYuOxkW4DtlJsTHdxdXSlg,DYuOxkW4DtlJsTHdxdXSlg,"""Bahama Breeze""",Eastside,"""375 Hughes Center Dr""",36.115092335300005,-115.15468457899999,4.0,707,Seafood;Nightlife;Restaurants;Laotian;Caribbean;Latin American;Bars,1.0,0.5217391304347826,0.43478260869565216,0.12318840579710146,0.014492753623188406,0.644927536231884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53.311015129049636
lv5Bnqlt93NnvNJ2oNcQ8Q,lv5Bnqlt93NnvNJ2oNcQ8Q,"""Los Cucos Mexican Cafe""",Spring Valley,"""7315 Arroyo Crossing Pkwy""",36.0618411,-115.2519912,4.0,214,Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants,0.0,0.4791666666666667,0.5104166666666666,0.06770833333333333,0.036458333333333336,0.5989583333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.08317823543972
3LWsVfsSmb_Nzbi2YQ-NIA,3LWsVfsSmb_Nzbi2YQ-NIA,"""Delhi Indian Cuisine""",Eastside,"""4022 S Maryland Pkwy""",36.116164159,-115.136092119,4.0,570,Indian;Food;Halal;Buffets;Restaurants;Food Delivery Services;Vegetarian,1.0,0.3617021276595745,0.4148936170212766,0.0851063829787234,0.0,0.43617021276595747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.58889724185698
-Bf8BQ3yMk8U2f45r2DRKw,-Bf8BQ3yMk8U2f45r2DRKw,"""In-N-Out Burger""",,"""1960 Rock Springs Dr""",36.195663200000006,-115.24651340000001,4.0,160,Restaurants;Fast Food;Burgers,0.0,0.3902439024390244,0.4878048780487805,0.07317073170731707,0.0,0.24390243902439024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.91757824749845
Vg1C_1eqwIwkZLIXGMTW3g,Vg1C_1eqwIwkZLIXGMTW3g,"""Crown & Anchor British Pub""",University,"""1350 E Tropicana Ave""",36.101467,-115.134574,3.5,386,Bars;Nightlife;Sports Bars;Pubs;Restaurants;British,0.0,0.40476190476190477,0.4523809523809524,0.16666666666666666,0.0,0.40476190476190477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.234679853400365
B4zX3o9Qehq-cibq05FTcA,B4zX3o9Qehq-cibq05FTcA,"""Auntie Anne's""",Southeast,"""Mccarran Int'l Airport""",36.0815933875,-115.138027116,3.0,38,Food;Pretzels;Restaurants;Food Stands,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24512297995419
9IpKGHaPy3hhXo9g5Bt7lg,9IpKGHaPy3hhXo9g5Bt7lg,"""Metro Pizza""",,"""4001 S Decatur Blvd, Ste 39""",36.1184484856,-115.209104221,3.5,273,Event Planning & Services;Italian;Pizza;Restaurants;Caterers,0.0,0.30303030303030304,0.6060606060606061,0.21212121212121213,0.030303030303030304,0.5757575757575758,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35922636025266
uWIrZQx2BxKznWPjxWGRNg,uWIrZQx2BxKznWPjxWGRNg,"""PT's""",Spring Valley,"""6610 S Fort Apache Ave""",36.068042268,-115.29751536,3.0,56,American (New);Pubs;American (Traditional);Nightlife;Restaurants;Bars;Sports Bars,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.729597308563676
OVTein0LZg3PNoEnckX0Bg,OVTein0LZg3PNoEnckX0Bg,"""The Coffee Bean & Tea Leaf""",The Lakes,"""9091 W Sahara Ave, Ste 101""",36.1438746512,-115.294879458,4.0,62,Food;Restaurants;Coffee & Tea;Cafes,0.0,0.5294117647058824,0.29411764705882354,0.23529411764705882,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.99599996216032
8hDKFHyRrILlXp5DfTlSGw,8hDKFHyRrILlXp5DfTlSGw,"""Steak & Spud Factory""",Eastside,"""3480 S Maryland Pkwy""",36.1259335,-115.1352534,3.0,20,Fast Food;Restaurants,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.548924154258536
OjAEW_EO1CKHFiioc-PsRw,OjAEW_EO1CKHFiioc-PsRw,"""Stan Fulton Bistro""",The Strip,"""801 E Flamingo Rd""",36.114657799999996,-115.17566070000001,4.0,4,American (New);Restaurants,,,,,,,,,,,,,,,
5xdKUuu4DbJ71KGbwRXfFg,5xdKUuu4DbJ71KGbwRXfFg,"""Ramen KoBo""",Spring Valley,"""7040 S Durango Dr""",36.0604653687,-115.27874857799999,4.0,361,Restaurants;Ramen;Japanese;Noodles,1.0,0.4245810055865922,0.43575418994413406,0.16201117318435754,0.01675977653631285,0.33519553072625696,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.562258491797785
9_OPjioLbD9Q_zAeHfv6kw,9_OPjioLbD9Q_zAeHfv6kw,"""The Red Pot""",Southeast,"""1375 E Tropicana Ave""",36.10044310000001,-115.13471570000002,3.5,198,Hot Pot;Chinese;Restaurants;Seafood,0.0,0.46153846153846156,0.49230769230769234,0.18461538461538463,0.046153846153846156,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.8069572998315
FbpAg7_qZ6gUpcPLvFyZRw,FbpAg7_qZ6gUpcPLvFyZRw,"""Ringer""",The Strip,"""3667 Las Vegas Blvd S""",36.11006679999999,-115.172501,2.5,8,Pizza;Restaurants;Chicken Wings;Burgers,,,,,,,,,,,,,,,
UhyDVz7npxKUl9BfMpfmBw,UhyDVz7npxKUl9BfMpfmBw,"""Frijoles and Frescas Grilled Tacos""",Westside,"""4300 Meadows Ln""",36.172543638,-115.19572433100001,3.5,18,Restaurants;Food Court;Mexican,0.0,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.23413122891339
sKA6EOpxvBtCg7Ipuhl1RQ,sKA6EOpxvBtCg7Ipuhl1RQ,"""Sapporo Revolving Sushi""",Chinatown,"""4671 Spring Mountain Rd""",36.1257099,-115.20441409999998,4.5,31,Restaurants;Japanese;Conveyor Belt Sushi;Seafood;Sushi Bars,0.0,0.3548387096774194,0.4838709677419355,0.0,0.0,0.8064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.82353331593993
axJFWAeEJ-kRs8LFy8ow1A,axJFWAeEJ-kRs8LFy8ow1A,"""Cafe Hookah""",University,"""4440 S Maryland Pkwy""",36.1087848,-115.1370794,3.5,3,Restaurants;Bars;Mediterranean;Nightlife,,,,,,,,,,,,,,,
FLlupvZjaiPw42Rj8sUFfQ,FLlupvZjaiPw42Rj8sUFfQ,"""P'Dubs BBQ""",Eastside,"""3528 Maryland Pkwy""",36.124899799999994,-115.1350531,2.5,11,Barbeque;Food Court;Soul Food;Restaurants,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.49684443043084
ZLcTzccbEoNkp5_EGKMUnQ,ZLcTzccbEoNkp5_EGKMUnQ,"""Citrus at the Downtown Grand Pool Deck""",Downtown,"""206 N 3rd St""",36.1714321959,-115.14183501,3.5,45,Nightlife;Active Life;Restaurants;Event Planning & Services;Swimming Pools;Bars;Venues & Event Spaces;American (Traditional),0.0,0.5882352941176471,0.47058823529411764,0.058823529411764705,0.11764705882352941,0.6470588235294118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.554058301286496
viHcW-LLmOxBMHFm0jxPvQ,viHcW-LLmOxBMHFm0jxPvQ,"""Grand Cafe""",,"""2411 W Sahara Ave""",36.1426257197,-115.174953605,3.0,89,Diners;Food;Cafes;Restaurants,0.0,0.5,0.4642857142857143,0.03571428571428571,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25777055158277
-oUM2uISux96lMGeawHIOA,-oUM2uISux96lMGeawHIOA,"""Sugar Factory""",The Strip,"""3200 S Las Vegas Blvd, Ste 1240""",36.12677,-115.169178,3.5,383,Restaurants;Bars;Nightlife;Cocktail Bars;American (New);Specialty Food;Food;Candy Stores,0.0,0.5625,0.4114583333333333,0.08854166666666667,0.06770833333333333,0.7838541666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.78598526291991
RycZOiohghoI0Ssg2Qqgqw,RycZOiohghoI0Ssg2Qqgqw,"""JJ's Boulangerie""",The Strip,"""3655 Las Vegas Blvd S""",36.112821000000004,-115.17013,3.0,180,Food;Bakeries;Restaurants;Breakfast & Brunch,0.0,0.5,0.4090909090909091,0.045454545454545456,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.939883330260145
a2OCO4yHDEifuKzjor_yRQ,a2OCO4yHDEifuKzjor_yRQ,"""PT's""",Southeast,"""3470 E Sunset Rd""",36.0718066,-115.0991547,3.0,44,Restaurants;Nightlife;Sports Bars;American (New);Bars;Pubs,0.0,0.5,0.8333333333333334,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.9539895217751
mbZe40oM-Ha-Q_qWh49-Mg,mbZe40oM-Ha-Q_qWh49-Mg,"""Little Caesars Pizza""",Spring Valley,"""4825 S Rainbow Blvd, Ste 202""",36.100876899999996,-115.24459679999998,2.0,58,Pizza;Restaurants,0.0,0.5294117647058824,0.47058823529411764,0.0,0.058823529411764705,0.35294117647058826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5792990702101
L_ZLtfHvfzfoNVQ0-okTXg,L_ZLtfHvfzfoNVQ0-okTXg,"""SW Steakhouse""",The Strip,"""3131 Las Vegas Blvd S""",36.126167080100004,-115.16681365299999,4.0,1048,Restaurants;Steakhouses,1.0,0.38011695906432746,0.4444444444444444,0.19883040935672514,0.0,0.6900584795321637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86449200010537
GvSb0uWmBsB58jbzpogciQ,GvSb0uWmBsB58jbzpogciQ,"""Tina's Gourmet Sausage House""",Westside,"""2101 S Decatur Blvd, Ste 22""",36.148658399999995,-115.20981289999999,4.5,55,Butcher;Grocery;Restaurants;Meat Shops;Specialty Food;Food;German,0.0,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6919380376558
lF34YS1bt4Jvl4a1ZIafDw,lF34YS1bt4Jvl4a1ZIafDw,"""Quiznos""",The Strip,"""2901 Las Vegas Blvd S""",36.135653399999995,-115.16150559999998,2.0,5,Sandwiches;Fast Food;Restaurants,,,,,,,,,,,,,,,
4uMs5UbtIAaHhuKQlQhXEQ,4uMs5UbtIAaHhuKQlQhXEQ,"""Chicken Now""",Southeast,"""7400 Las Vegas Blvd S""",36.0547838771,-115.168606289,3.5,24,Chicken Wings;Restaurants,0.0,0.5,0.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76897939437364
y7TV2trR4B9sbgXtyrqv8Q,y7TV2trR4B9sbgXtyrqv8Q,"""Lucky Penny""",,"""4321 W Flamingo Rd""",36.1144832833,-115.194813721,4.0,59,Restaurants;Cafes,0.0,0.4067796610169492,0.4915254237288136,0.0847457627118644,0.01694915254237288,0.6949152542372882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.99148687588847
jlpseJr1CS8aCMieENkQ8g,jlpseJr1CS8aCMieENkQ8g,"""Einstein Bros""",University,"""4626 S Maryland Pkwy""",36.105690700000004,-115.13685459999999,3.0,82,Breakfast & Brunch;Food;Restaurants;Bagels;Delis,0.0,0.5,0.4166666666666667,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.514684255414615
fPR9PShdUam2KvvgnTrSNQ,fPR9PShdUam2KvvgnTrSNQ,"""Starbucks""",Eastside,"""4844-4848 S Eastern Ave""",36.1011847851,-115.11851665799999,4.0,25,Food;American (Traditional);Coffee & Tea;Restaurants,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.964808682032356
yJdFEd5AlF1mXKXApDkGXg,yJdFEd5AlF1mXKXApDkGXg,"""Angie's Corner Cafe""",Northwest,"""5081 N Rainbow Blvd, Ste 100""",36.2545392,-115.24285900000001,4.5,10,Breakfast & Brunch;Southern;Comfort Food;Restaurants,0.0,0.3,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22579285835207
b1Dfmn7cmXU3GnlpNHnH7A,b1Dfmn7cmXU3GnlpNHnH7A,"""Philly Steak and Pizza Express""",Southeast,"""9400 S Eastern Ave, Unit 106A""",36.018226299999995,-115.1179256,2.0,4,Restaurants;Pizza;Steakhouses,,,,,,,,,,,,,,,
SqVIolLCBmQYyKeai3pCTg,SqVIolLCBmQYyKeai3pCTg,"""McDonald's""",Southwest,"""6915 Blue Diamond Rd""",36.0215659,-115.24387109999999,1.5,38,Burgers;Fast Food;Restaurants,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.00012656371776
6TvB1PZCY1Ap2S-yNJPs4w,6TvB1PZCY1Ap2S-yNJPs4w,"""Hooters""",Eastside,"""115 E Tropicana Ave""",36.100561,-115.167671,2.0,132,American (Traditional);Nightlife;Burgers;American (New);Bars;Restaurants;Chicken Wings;Sports Bars,0.0,0.2653061224489796,0.3877551020408163,0.02040816326530612,0.04081632653061224,0.5102040816326531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.3967698072018
kmdFk8ETfXiuoS364jaJFA,kmdFk8ETfXiuoS364jaJFA,"""Garden Buffet""",Southeast,"""South Point Hotel & Casino, 9777 S Las Vegas Blvd""",36.0114387079,-115.174912401,2.5,311,Restaurants;Buffets,0.0,0.3103448275862069,0.4482758620689655,0.1206896551724138,0.034482758620689655,0.46551724137931033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.21063790496495
0CB7YB1qRSWLQvMbHw3Fmw,0CB7YB1qRSWLQvMbHw3Fmw,"""Easy Life Boba Tea""",Westside,"""8560 W Desert Inn Rd, Ste D2""",36.1300289,-115.2777727,4.0,329,Bubble Tea;Desserts;Food;Juice Bars & Smoothies;Taiwanese;Coffee & Tea;Restaurants,1.0,0.5,0.4523809523809524,0.023809523809523808,0.047619047619047616,0.21428571428571427,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.87664429587064
bw_bCNXNBrgarlmrgURkoA,bw_bCNXNBrgarlmrgURkoA,"""Wendy's""",Sunrise,"""990 N Nellis Blvd""",36.17747670000001,-115.06168149999999,2.5,19,Restaurants;Fast Food;Burgers,0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42085654275881
WlTeMP8p3m1b3LxkfBllLQ,WlTeMP8p3m1b3LxkfBllLQ,"""Sonic Drive-In""",Southeast,"""6135 S Pecos Rd""",36.078340000000004,-115.10150900000001,3.0,37,Restaurants;Fast Food;American (Traditional),0.0,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.425412003223954
8nDEOGVVvReXFJ2zjPh4Pw,8nDEOGVVvReXFJ2zjPh4Pw,"""Denny's""",,"""5318 Boulder Hwy""",36.1061298135,-115.057791995,2.5,48,Restaurants;Diners;American (Traditional);Breakfast & Brunch,0.0,0.4,0.7,0.1,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31703252985634
4UvQ0BUbqlNPJbAggsi0eA,4UvQ0BUbqlNPJbAggsi0eA,"""Delightful Chefs""",,"""6680 W Flamingo Rd, Ste 12""",36.1150682,-115.2378723,5.0,14,Ethnic Food;Caterers;Custom Cakes;Food;Asian Fusion;Restaurants;Personal Chefs;Event Planning & Services;Specialty Food,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.02422458881829
k73FsZGTp2raTD5BA346sg,k73FsZGTp2raTD5BA346sg,"""Carl's Jr.""",Southeast,"""3780 E Sunset Rd""",36.071571432,-115.092501952,2.0,19,Burgers;Fast Food;Restaurants,0.0,0.6,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42085654275881
0YG_kM5caZhtwd6nbnei6A,0YG_kM5caZhtwd6nbnei6A,"""The Charcoal Room""",,"""2411 W Sahara Ave""",36.1431918,-115.17503459999999,4.0,120,Beer;Wine & Spirits;Restaurants;Food;Steakhouses;Seafood,0.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.03571428571428571,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.25134373724917
